Date,Crime Type,Crime Description,District,Ward,Latitude,Longitude,Location,Arrest,Year
2016-03-18 20:47:00,THEFT,$500 AND UNDER,3.0,7.0,41.764010344,-87.564741105,"(41.764010344, -87.564741105)",False,2016
2016-02-25 14:00:00,THEFT,OVER $500,3.0,5.0,41.765134912,-87.58755286700001,"(41.765134912, -87.587552867)",False,2016
2016-03-01 18:36:00,THEFT,FROM BUILDING,3.0,20.0,41.783093446,-87.607243127,"(41.783093446, -87.607243127)",False,2016
2016-01-08 19:30:00,BURGLARY,FORCIBLE ENTRY,6.0,8.0,41.739339979,-87.604896575,"(41.739339979, -87.604896575)",False,2016
2016-03-29 12:15:00,BATTERY,SIMPLE,7.0,6.0,41.77417393,-87.63684800700001,"(41.77417393, -87.636848007)",False,2016
2016-06-19 01:00:00,ROBBERY,STRONGARM - NO WEAPON,1.0,42.0,41.883222328,-87.626425537,"(41.883222328, -87.626425537)",False,2016
2016-01-24 06:30:00,CRIMINAL DAMAGE,TO VEHICLE,14.0,26.0,41.91000536,-87.715759913,"(41.91000536, -87.715759913)",False,2016
2016-07-04 04:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,14.0,26.0,41.905649051,-87.689558006,"(41.905649051, -87.689558006)",False,2016
2016-12-01 18:15:00,THEFT,RETAIL THEFT,9.0,3.0,41.808634077,-87.645527495,"(41.808634077, -87.645527495)",True,2016
2016-02-02 17:25:00,ASSAULT,AGG PO HANDS NO/MIN INJURY,8.0,15.0,41.778877155,-87.70884010600001,"(41.778877155, -87.708840106)",True,2016
2016-03-10 00:40:00,CRIMINAL DAMAGE,TO PROPERTY,3.0,5.0,41.774500677,-87.604579512,"(41.774500677, -87.604579512)",False,2016
2016-07-18 18:30:00,THEFT,RETAIL THEFT,1.0,2.0,41.86821682,-87.6304532,"(41.86821682, -87.6304532)",True,2016
2016-05-16 16:30:00,THEFT,$500 AND UNDER,4.0,8.0,41.752412551999996,-87.58210767799999,"(41.752412552, -87.582107678)",False,2016
2016-08-29 20:35:00,ROBBERY,ARMED: HANDGUN,20.0,46.0,41.97211023,-87.661125023,"(41.97211023, -87.661125023)",False,2016
2016-08-10 15:00:00,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,8.0,13.0,41.752432543000005,-87.72201128399999,"(41.752432543, -87.722011284)",False,2016
2016-06-04 20:59:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,8.0,18.0,41.756596576999996,-87.709924767,"(41.756596577, -87.709924767)",True,2016
2016-06-18 14:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,8.0,23.0,41.780395983000005,-87.782586049,"(41.780395983, -87.782586049)",False,2016
2016-09-28 10:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,6.0,6.0,41.750940756999995,-87.62518522200001,"(41.750940757, -87.625185222)",False,2016
2016-04-26 21:00:00,THEFT,$500 AND UNDER,19.0,32.0,41.935259753000004,-87.659979553,"(41.935259753, -87.659979553)",False,2016
2016-05-13 12:00:00,CRIMINAL TRESPASS,TO STATE SUP LAND,7.0,16.0,41.779520772,-87.660962362,"(41.779520772, -87.660962362)",True,2016
2016-08-29 08:10:00,PUBLIC PEACE VIOLATION,BOMB THREAT,7.0,17.0,41.768670211,-87.65588867299999,"(41.768670211, -87.655888673)",False,2016
2016-02-08 06:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,9.0,20.0,41.80601093,-87.674623308,"(41.80601093, -87.674623308)",False,2016
2016-03-07 01:20:00,CRIMINAL TRESPASS,TO LAND,6.0,6.0,41.756041773,-87.605323464,"(41.756041773, -87.605323464)",True,2016
2016-07-05 15:15:00,CRIMINAL DAMAGE,TO VEHICLE,15.0,37.0,41.889653202,-87.75785349700001,"(41.889653202, -87.757853497)",False,2016
2016-05-12 12:53:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,4.0,8.0,41.753213625,-87.59519281600001,"(41.753213625, -87.595192816)",True,2016
2016-12-19 17:00:00,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,25.0,26.0,41.908132972,-87.720730109,"(41.908132972, -87.720730109)",False,2016
2016-01-10 20:24:00,ROBBERY,ARMED: HANDGUN,14.0,35.0,41.938295989000004,-87.71736517,"(41.938295989, -87.71736517)",False,2016
2016-06-27 20:30:00,BURGLARY,FORCIBLE ENTRY,3.0,5.0,41.77408401,-87.60335610899999,"(41.77408401, -87.603356109)",False,2016
2016-03-08 07:40:00,MOTOR VEHICLE THEFT,AUTOMOBILE,5.0,9.0,41.656818764,-87.614159613,"(41.656818764, -87.614159613)",False,2016
2016-03-06 00:30:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,10.0,12.0,41.849186622,-87.69901396200001,"(41.849186622, -87.699013962)",True,2016
2016-04-01 19:45:00,THEFT,$500 AND UNDER,14.0,1.0,41.903348344,-87.667243031,"(41.903348344, -87.667243031)",False,2016
2016-01-23 06:30:00,BURGLARY,FORCIBLE ENTRY,19.0,44.0,41.947295978,-87.651162974,"(41.947295978, -87.651162974)",False,2016
2016-11-25 08:52:00,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,25.0,31.0,41.930766149,-87.73559579399999,"(41.930766149, -87.735595794)",False,2016
2016-12-28 12:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,14.0,1.0,41.918148757,-87.69639881100001,"(41.918148757, -87.696398811)",True,2016
2016-11-05 00:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,24.0,50.0,41.990440068000005,-87.69996767,"(41.990440068, -87.69996767)",True,2016
2016-05-14 11:15:00,ASSAULT,SIMPLE,10.0,24.0,41.863588895,-87.703075093,"(41.863588895, -87.703075093)",False,2016
2016-10-14 15:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,22.0,19.0,41.695176265,-87.674085783,"(41.695176265, -87.674085783)",False,2016
2016-01-28 18:08:00,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,9.0,20.0,41.795503423,-87.64519116299999,"(41.795503423, -87.645191163)",False,2016
2016-10-05 16:30:00,THEFT,OVER $500,6.0,8.0,41.749028641,-87.59905927700001,"(41.749028641, -87.599059277)",False,2016
2016-12-20 15:15:00,THEFT,OVER $500,11.0,28.0,41.875900786,-87.71083761,"(41.875900786, -87.71083761)",False,2016
2016-11-10 18:40:00,ROBBERY,ATTEMPT: ARMED-HANDGUN,17.0,39.0,41.969164451,-87.74486388,"(41.969164451, -87.74486388)",False,2016
2016-04-10 22:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,3.0,20.0,41.774803055,-87.61467978399999,"(41.774803055, -87.614679784)",False,2016
2016-05-04 15:18:00,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,7.0,15.0,41.779341548000005,-87.67216489,"(41.779341548, -87.67216489)",False,2016
2016-05-19 12:00:00,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,4.0,7.0,41.749316766999996,-87.549217186,"(41.749316767, -87.549217186)",True,2016
2016-03-08 06:00:00,CRIMINAL DAMAGE,TO PROPERTY,4.0,8.0,41.756120903,-87.580972262,"(41.756120903, -87.580972262)",False,2016
2016-03-21 20:40:00,MOTOR VEHICLE THEFT,AUTOMOBILE,15.0,37.0,41.888887769,-87.761742306,"(41.888887769, -87.761742306)",False,2016
2016-08-17 14:05:00,ASSAULT,AGGRAVATED: HANDGUN,5.0,9.0,41.66506917,-87.62002968700001,"(41.66506917, -87.620029687)",False,2016
2016-01-25 14:30:00,ROBBERY,STRONGARM - NO WEAPON,12.0,27.0,41.892919079,-87.704013554,"(41.892919079, -87.704013554)",False,2016
2016-10-18 12:21:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,19.0,47.0,41.954881682,-87.66906693600001,"(41.954881682, -87.669066936)",False,2016
2016-04-30 18:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,18.0,42.0,41.890831286,-87.63031551,"(41.890831286, -87.63031551)",False,2016
2016-12-30 14:15:00,BURGLARY,FORCIBLE ENTRY,20.0,47.0,41.969434529000004,-87.67771534299999,"(41.969434529, -87.677715343)",False,2016
2016-01-08 12:00:00,THEFT,$500 AND UNDER,3.0,5.0,41.759754527,-87.59325226700001,"(41.759754527, -87.593252267)",False,2016
2016-01-10 02:45:00,BATTERY,SIMPLE,22.0,19.0,41.694917092,-87.68740544299999,"(41.694917092, -87.687405443)",False,2016
2016-05-13 22:00:00,CRIMINAL DAMAGE,TO PROPERTY,7.0,17.0,41.760940790999996,-87.64915621,"(41.760940791, -87.64915621)",False,2016
2016-04-21 14:17:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,10.0,24.0,41.857974014,-87.70908063899999,"(41.857974014, -87.709080639)",True,2016
2016-06-19 17:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,2.0,3.0,41.82467357,-87.626413225,"(41.82467357, -87.626413225)",False,2016
2016-01-30 00:01:00,CRIMINAL DAMAGE,TO PROPERTY,5.0,9.0,41.707244549,-87.618336828,"(41.707244549, -87.618336828)",False,2016
2016-09-23 13:30:00,CRIMINAL DAMAGE,TO VEHICLE,14.0,1.0,41.922177001,-87.691420216,"(41.922177001, -87.691420216)",False,2016
2016-05-05 06:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,24.0,50.0,41.991332912,-87.700643015,"(41.991332912, -87.700643015)",True,2016
2016-08-19 12:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,4.0,7.0,41.756842894,-87.55545877600001,"(41.756842894, -87.555458776)",False,2016
2016-12-17 00:45:00,ARSON,BY FIRE,8.0,15.0,41.778923367,-87.70624024,"(41.778923367, -87.70624024)",False,2016
2016-08-29 17:20:00,THEFT,FROM BUILDING,9.0,16.0,41.802252941999996,-87.66967013799999,"(41.802252942, -87.669670138)",False,2016
2016-02-19 22:33:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,10.0,22.0,41.845564126999996,-87.707505697,"(41.845564127, -87.707505697)",True,2016
2016-08-08 22:00:00,THEFT,PURSE-SNATCHING,11.0,28.0,41.880717301,-87.72628358,"(41.880717301, -87.72628358)",False,2016
2016-05-01 19:00:00,CRIMINAL DAMAGE,TO VEHICLE,18.0,27.0,41.90051701,-87.63638402299999,"(41.90051701, -87.636384023)",False,2016
2016-01-30 15:45:00,THEFT,POCKET-PICKING,12.0,27.0,41.890686894,-87.64681851,"(41.890686894, -87.64681851)",False,2016
2016-10-23 09:30:00,BURGLARY,FORCIBLE ENTRY,22.0,34.0,41.687820015999996,-87.643451302,"(41.687820016, -87.643451302)",False,2016
2016-10-07 07:30:00,BURGLARY,FORCIBLE ENTRY,8.0,15.0,41.772468083,-87.711666402,"(41.772468083, -87.711666402)",False,2016
2016-06-11 18:07:00,NARCOTICS,POSS: HEROIN(WHITE),11.0,24.0,41.872636725,-87.71672926299999,"(41.872636725, -87.716729263)",True,2016
2016-03-22 23:00:00,THEFT,$500 AND UNDER,12.0,27.0,41.89618388,-87.660309378,"(41.89618388, -87.660309378)",False,2016
2016-12-31 15:20:00,THEFT,DELIVERY CONTAINER THEFT,11.0,27.0,41.890882745999996,-87.72228692,"(41.890882746, -87.72228692)",False,2016
2016-08-19 12:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,3.0,20.0,41.776006990999996,-87.60583094399999,"(41.776006991, -87.605830944)",False,2016
2016-07-31 17:03:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,4.0,5.0,41.758759834,-87.586695735,"(41.758759834, -87.586695735)",True,2016
2016-10-31 10:45:00,OTHER OFFENSE,TELEPHONE THREAT,2.0,3.0,41.803085105,-87.619432573,"(41.803085105, -87.619432573)",False,2016
2016-10-15 14:25:00,CRIMINAL DAMAGE,TO VEHICLE,8.0,13.0,41.76695455,-87.713655088,"(41.76695455, -87.713655088)",False,2016
2016-03-08 00:58:00,BURGLARY,UNLAWFUL ENTRY,14.0,1.0,41.909319907,-87.685975939,"(41.909319907, -87.685975939)",False,2016
2016-05-12 09:30:00,ASSAULT,SIMPLE,7.0,17.0,41.764995286,-87.658166965,"(41.764995286, -87.658166965)",False,2016
2016-10-30 17:43:00,ASSAULT,AGGRAVATED: HANDGUN,25.0,37.0,41.90278151,-87.733689575,"(41.90278151, -87.733689575)",False,2016
2016-04-25 15:23:00,BATTERY,AGGRAVATED: HANDGUN,6.0,21.0,41.745246697,-87.62569118799999,"(41.745246697, -87.625691188)",False,2016
2016-11-11 21:00:00,THEFT,$500 AND UNDER,12.0,25.0,41.871467133,-87.677017477,"(41.871467133, -87.677017477)",False,2016
2016-05-20 23:00:00,NARCOTICS,POSS: HEROIN(WHITE),11.0,24.0,41.875312549,-87.721895497,"(41.875312549, -87.721895497)",True,2016
2016-02-24 16:20:00,BATTERY,SIMPLE,19.0,46.0,41.965387049,-87.65833868600001,"(41.965387049, -87.658338686)",False,2016
2016-10-02 17:00:00,BATTERY,SIMPLE,16.0,45.0,41.987128698,-87.772410342,"(41.987128698, -87.772410342)",False,2016
2016-02-17 21:17:00,BATTERY,DOMESTIC BATTERY SIMPLE,25.0,31.0,41.927305397,-87.73977327799999,"(41.927305397, -87.739773278)",False,2016
2016-07-22 19:00:00,ROBBERY,STRONGARM - NO WEAPON,6.0,8.0,41.749490445,-87.60219093799999,"(41.749490445, -87.602190938)",False,2016
2016-02-04 09:00:00,CRIMINAL DAMAGE,TO PROPERTY,4.0,7.0,41.749210313,-87.550911531,"(41.749210313, -87.550911531)",False,2016
2016-01-08 10:00:00,CRIMINAL DAMAGE,TO VEHICLE,5.0,34.0,41.688046062,-87.631381755,"(41.688046062, -87.631381755)",False,2016
2016-10-31 02:05:00,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,7.0,15.0,41.793075864,-87.668213625,"(41.793075864, -87.668213625)",False,2016
2016-11-12 01:30:00,THEFT,FROM BUILDING,24.0,40.0,41.998375714,-87.67070071200001,"(41.998375714, -87.670700712)",False,2016
2016-06-19 19:30:00,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,18.0,42.0,41.896647124,-87.6304464,"(41.896647124, -87.6304464)",True,2016
2016-05-24 15:00:00,THEFT,POCKET-PICKING,25.0,31.0,41.92436229,-87.73687555,"(41.92436229, -87.73687555)",False,2016
2016-10-14 15:20:00,ROBBERY,ARMED: HANDGUN,25.0,37.0,41.914379324,-87.764013275,"(41.914379324, -87.764013275)",True,2016
2016-09-14 14:15:00,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,18.0,42.0,41.896772914,-87.62146443200001,"(41.896772914, -87.621464432)",False,2016
2016-06-02 19:00:00,THEFT,FROM BUILDING,14.0,32.0,41.903125362,-87.680983903,"(41.903125362, -87.680983903)",False,2016
2016-07-03 13:15:00,CRIMINAL TRESPASS,TO LAND,4.0,8.0,41.756604794,-87.576095781,"(41.756604794, -87.576095781)",True,2016
2016-03-22 15:00:00,CRIMINAL DAMAGE,TO VEHICLE,8.0,13.0,41.743579426,-87.724601653,"(41.743579426, -87.724601653)",False,2016
2016-11-15 00:15:00,ROBBERY,ARMED: HANDGUN,17.0,30.0,41.941808931,-87.723598315,"(41.941808931, -87.723598315)",False,2016
2016-06-19 04:00:00,CRIMINAL DAMAGE,TO PROPERTY,15.0,28.0,41.882313791,-87.75269011299999,"(41.882313791, -87.752690113)",False,2016
2016-01-23 19:47:00,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,10.0,22.0,41.840696385,-87.716235973,"(41.840696385, -87.716235973)",False,2016
2016-07-27 16:59:00,CRIMINAL DAMAGE,TO PROPERTY,3.0,5.0,41.771017908000005,-87.57154192799999,"(41.771017908, -87.571541928)",False,2016
2016-09-27 15:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,25.0,31.0,41.93370076,-87.763874554,"(41.93370076, -87.763874554)",True,2016
2016-05-30 12:20:00,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,7.0,15.0,41.775342239000004,-87.66537234100001,"(41.775342239, -87.665372341)",True,2016
2016-05-18 15:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,9.0,11.0,41.831378777,-87.68373836100001,"(41.831378777, -87.683738361)",False,2016
2016-06-13 18:00:00,THEFT,OVER $500,24.0,49.0,42.021642956,-87.66537311200001,"(42.021642956, -87.665373112)",False,2016
2016-05-28 07:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,25.0,37.0,41.90767894,-87.75652340399999,"(41.90767894, -87.756523404)",False,2016
2016-08-30 17:43:00,ROBBERY,ARMED: HANDGUN,8.0,16.0,41.785551382,-87.70333030299999,"(41.785551382, -87.703330303)",False,2016
2016-08-20 15:00:00,ASSAULT,SIMPLE,12.0,2.0,41.866097157,-87.66004129299999,"(41.866097157, -87.660041293)",False,2016
2016-09-09 21:00:00,ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,1.0,2.0,41.867324018000005,-87.63344779200001,"(41.867324018, -87.633447792)",False,2016
2016-11-23 13:00:00,BURGLARY,FORCIBLE ENTRY,2.0,4.0,41.803206149,-87.603755516,"(41.803206149, -87.603755516)",False,2016
2016-03-30 18:51:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,9.0,20.0,41.805894198000004,-87.673410446,"(41.805894198, -87.673410446)",True,2016
2016-08-11 21:45:00,CRIMINAL DAMAGE,TO VEHICLE,7.0,15.0,41.780564856999995,-87.676357691,"(41.780564857, -87.676357691)",False,2016
2016-10-20 10:45:00,THEFT,FROM BUILDING,19.0,46.0,41.96538061,-87.659110921,"(41.96538061, -87.659110921)",False,2016
2016-09-15 18:00:00,THEFT,$500 AND UNDER,4.0,7.0,41.751279169,-87.55652275899999,"(41.751279169, -87.556522759)",False,2016
2016-08-02 12:30:00,CRIMINAL TRESPASS,TO STATE SUP LAND,10.0,22.0,41.847289047,-87.724639811,"(41.847289047, -87.724639811)",False,2016
2016-07-31 21:45:00,THEFT,OVER $500,1.0,42.0,41.884333364,-87.619266937,"(41.884333364, -87.619266937)",False,2016
2016-07-15 22:54:00,NARCOTICS,POSS: HEROIN(WHITE),11.0,27.0,41.892420046999995,-87.716226838,"(41.892420047, -87.716226838)",True,2016
2016-12-31 03:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,17.0,33.0,41.959342137,-87.71139755200001,"(41.959342137, -87.711397552)",False,2016
2016-02-14 23:42:00,ROBBERY,STRONGARM - NO WEAPON,1.0,2.0,41.853853291,-87.625519384,"(41.853853291, -87.625519384)",False,2016
2016-07-07 19:20:00,CRIMINAL DAMAGE,TO PROPERTY,15.0,29.0,41.898955736,-87.77161786399999,"(41.898955736, -87.771617864)",False,2016
2016-05-14 14:25:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,8.0,15.0,41.780592853,-87.68612471700001,"(41.780592853, -87.686124717)",False,2016
2016-10-28 10:00:00,THEFT,OVER $500,2.0,3.0,41.807042969,-87.619531682,"(41.807042969, -87.619531682)",False,2016
2016-01-24 20:00:00,THEFT,$500 AND UNDER,8.0,18.0,41.743162988,-87.717522531,"(41.743162988, -87.717522531)",False,2016
2016-03-10 00:45:00,BATTERY,DOMESTIC BATTERY SIMPLE,5.0,34.0,41.671493473000005,-87.64291557700001,"(41.671493473, -87.642915577)",True,2016
2016-09-14 22:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,7.0,15.0,41.778656644,-87.66666881299999,"(41.778656644, -87.666668813)",False,2016
2016-05-26 09:45:00,OTHER OFFENSE,OTHER VEHICLE OFFENSE,5.0,9.0,41.705677781999995,-87.600944364,"(41.705677782, -87.600944364)",False,2016
2016-08-17 23:30:00,THEFT,$500 AND UNDER,18.0,42.0,41.89253355,-87.625092487,"(41.89253355, -87.625092487)",False,2016
2016-01-28 05:00:00,BATTERY,AGGRAVATED: HANDGUN,20.0,48.0,41.975302402,-87.65378047700001,"(41.975302402, -87.653780477)",True,2016
2016-10-11 21:30:00,ASSAULT,PRO EMP HANDS NO/MIN INJURY,18.0,42.0,41.895002821999995,-87.62145470600001,"(41.895002822, -87.621454706)",False,2016
2016-04-15 23:00:00,THEFT,OVER $500,7.0,3.0,41.793216206,-87.642699981,"(41.793216206, -87.642699981)",False,2016
2016-09-27 15:00:00,BURGLARY,FORCIBLE ENTRY,7.0,6.0,41.771973284,-87.628344899,"(41.771973284, -87.628344899)",False,2016
2016-07-01 16:00:00,THEFT,$500 AND UNDER,12.0,27.0,41.882956579,-87.65842847,"(41.882956579, -87.65842847)",False,2016
2016-04-03 08:15:00,PROSTITUTION,SOLICIT ON PUBLIC WAY,5.0,9.0,41.699450245,-87.62092051399999,"(41.699450245, -87.620920514)",True,2016
2016-08-04 21:00:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,8.0,15.0,41.771584067,-87.708566257,"(41.771584067, -87.708566257)",False,2016
2016-03-20 23:35:00,BATTERY,SIMPLE,4.0,8.0,41.736817838,-87.59285615799999,"(41.736817838, -87.592856158)",True,2016
2016-03-20 20:40:00,ROBBERY,ARMED: HANDGUN,10.0,24.0,41.851461889,-87.730660175,"(41.851461889, -87.730660175)",False,2016
2016-11-17 19:59:00,CRIMINAL TRESPASS,TO RESIDENCE,5.0,34.0,41.682358024,-87.646072224,"(41.682358024, -87.646072224)",True,2016
2016-05-23 19:00:00,ROBBERY,ARMED: HANDGUN,3.0,20.0,41.781629386,-87.614445908,"(41.781629386, -87.614445908)",False,2016
2016-10-21 03:08:00,CRIMINAL TRESPASS,TO LAND,7.0,20.0,41.778099133000005,-87.633828531,"(41.778099133, -87.633828531)",True,2016
2016-10-06 12:00:00,THEFT,$500 AND UNDER,4.0,7.0,41.751276484,-87.549259301,"(41.751276484, -87.549259301)",False,2016
2016-04-28 23:00:00,BURGLARY,FORCIBLE ENTRY,5.0,34.0,41.683609529,-87.646545805,"(41.683609529, -87.646545805)",True,2016
2016-01-21 21:30:00,CRIMINAL DAMAGE,TO VEHICLE,8.0,23.0,41.799242747,-87.749043322,"(41.799242747, -87.749043322)",False,2016
2016-06-28 00:30:00,BATTERY,SIMPLE,16.0,41.0,41.974293379,-87.896683024,"(41.974293379, -87.896683024)",True,2016
2016-11-10 12:30:00,THEFT,$500 AND UNDER,6.0,6.0,41.745021199,-87.606276125,"(41.745021199, -87.606276125)",False,2016
2016-10-10 20:55:00,ASSAULT,SIMPLE,16.0,41.0,41.999426815999996,-87.81169289700001,"(41.999426816, -87.811692897)",False,2016
2016-02-25 00:00:00,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,3.0,5.0,41.760137241,-87.574929026,"(41.760137241, -87.574929026)",False,2016
2016-12-10 23:00:00,CRIMINAL DAMAGE,TO PROPERTY,10.0,25.0,41.851368831,-87.68194684,"(41.851368831, -87.68194684)",False,2016
2016-07-21 03:30:00,BURGLARY,FORCIBLE ENTRY,2.0,4.0,41.821789385,-87.601875318,"(41.821789385, -87.601875318)",False,2016
2016-04-20 00:35:00,BATTERY,SIMPLE,6.0,18.0,41.742084508000005,-87.666871364,"(41.742084508, -87.666871364)",True,2016
2016-08-29 19:15:00,ROBBERY,ARMED: HANDGUN,12.0,25.0,41.855677743,-87.653143238,"(41.855677743, -87.653143238)",False,2016
2016-02-07 17:00:00,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,18.0,42.0,41.891694878,-87.62615583200001,"(41.891694878, -87.626155832)",False,2016
2016-12-02 00:35:00,ASSAULT,AGGRAVATED: HANDGUN,11.0,28.0,41.877941584,-87.72864155200001,"(41.877941584, -87.728641552)",False,2016
2016-10-16 04:30:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,25.0,29.0,41.912072906,-87.77155798,"(41.912072906, -87.77155798)",False,2016
2016-10-06 14:00:00,THEFT,$500 AND UNDER,7.0,16.0,41.778748862,-87.65569461700001,"(41.778748862, -87.655694617)",False,2016
2016-11-12 23:30:00,THEFT,$500 AND UNDER,14.0,1.0,41.904209414,-87.666190815,"(41.904209414, -87.666190815)",False,2016
2016-11-03 02:00:00,BATTERY,SIMPLE,19.0,43.0,41.926755059,-87.64236765700001,"(41.926755059, -87.642367657)",False,2016
2016-06-02 20:14:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,11.0,24.0,41.875107956,-87.738325124,"(41.875107956, -87.738325124)",True,2016
2016-05-10 13:20:00,CRIMINAL DAMAGE,TO PROPERTY,11.0,28.0,41.878608839,-87.72559851,"(41.878608839, -87.72559851)",False,2016
2016-04-17 01:07:00,BATTERY,DOMESTIC BATTERY SIMPLE,9.0,14.0,41.823636097,-87.69776932,"(41.823636097, -87.69776932)",True,2016
2016-07-14 18:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,4.0,7.0,41.746064370999996,-87.55278561,"(41.746064371, -87.55278561)",False,2016
2016-04-14 04:55:00,THEFT,FROM BUILDING,19.0,46.0,41.964863437,-87.652387549,"(41.964863437, -87.652387549)",False,2016
2016-11-13 13:00:00,BURGLARY,UNLAWFUL ENTRY,8.0,23.0,41.796216823,-87.720792233,"(41.796216823, -87.720792233)",False,2016
2016-11-27 20:12:00,BURGLARY,FORCIBLE ENTRY,14.0,32.0,41.90558169,-87.659637609,"(41.90558169, -87.659637609)",False,2016
2016-12-29 21:15:00,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,5.0,9.0,41.707391995,-87.62352825100001,"(41.707391995, -87.623528251)",False,2016
2016-03-06 19:00:00,THEFT,OVER $500,16.0,45.0,41.972548062,-87.773395127,"(41.972548062, -87.773395127)",False,2016
2016-07-22 02:00:00,THEFT,OVER $500,10.0,12.0,41.843267741999995,-87.692183864,"(41.843267742, -87.692183864)",False,2016
2016-04-15 10:00:00,THEFT,OVER $500,14.0,1.0,41.930049491999995,-87.68592073299999,"(41.930049492, -87.685920733)",False,2016
2016-02-27 02:33:00,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,17.0,33.0,41.9545956,-87.708035708,"(41.9545956, -87.708035708)",False,2016
2016-02-21 04:07:00,ROBBERY,ARMED: HANDGUN,19.0,44.0,41.945264887,-87.66274510299999,"(41.945264887, -87.662745103)",False,2016
2016-12-10 09:00:00,BURGLARY,FORCIBLE ENTRY,2.0,3.0,41.808324708,-87.624432552,"(41.808324708, -87.624432552)",False,2016
2016-01-28 23:00:00,CRIMINAL DAMAGE,TO VEHICLE,14.0,35.0,41.9256091,-87.69865804700001,"(41.9256091, -87.698658047)",False,2016
2016-02-06 13:15:00,CRIMINAL TRESPASS,TO RESIDENCE,5.0,9.0,41.690052791,-87.613295298,"(41.690052791, -87.613295298)",False,2016
2016-11-12 02:00:00,CRIMINAL DAMAGE,TO VEHICLE,12.0,1.0,41.895142959,-87.668169405,"(41.895142959, -87.668169405)",False,2016
2016-12-28 00:35:00,ROBBERY,ARMED: HANDGUN,12.0,2.0,41.883053544,-87.682355895,"(41.883053544, -87.682355895)",False,2016
2016-12-08 19:30:00,THEFT,$500 AND UNDER,24.0,50.0,41.996106315,-87.70687537299999,"(41.996106315, -87.706875373)",False,2016
2016-08-27 21:00:00,ASSAULT,SIMPLE,8.0,18.0,41.737709752,-87.740958098,"(41.737709752, -87.740958098)",False,2016
2016-11-10 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,11.0,28.0,41.878848676,-87.702392727,"(41.878848676, -87.702392727)",False,2016
2016-12-07 14:00:00,CRIMINAL DAMAGE,TO VEHICLE,22.0,21.0,41.724314144000004,-87.655453669,"(41.724314144, -87.655453669)",False,2016
2016-01-03 12:15:00,THEFT,FROM BUILDING,19.0,47.0,41.963147421,-87.687861744,"(41.963147421, -87.687861744)",False,2016
